,x,y,ClusterID
cell1362,80,58,3
cell1363,68,43,3
cell1364,71,88,3
cell1365,73,83,3
cell1366,74,48,3
cell1367,76,58,3
cell1368,73,82,3
cell1369,71,80,3
cell1370,76,59,3
cell1371,76,50,3
cell1372,78,55,3
cell1373,78,53,3
cell1374,73,85,3
cell1375,72,86,3
cell1376,70,88,3
cell1377,78,74,3
cell1378,70,89,3
cell1379,80,59,3
cell1380,77,50,3
cell1381,77,75,3
cell1382,71,44,3
cell1383,83,67,3
cell1384,74,81,3
cell1385,84,63,3
cell1386,75,78,3
cell1387,68,42,3
cell1388,74,80,3
cell1389,84,67,3
cell1390,74,83,3
cell1391,83,66,3
cell1392,84,70,3
cell1393,74,47,3
cell1394,78,54,3
cell1395,79,54,3
cell1396,78,72,3
cell1397,78,52,3
cell1398,84,69,3
cell1399,79,52,3
cell1400,85,70,3
cell1401,79,56,3
cell1402,74,82,3
cell1403,84,68,3
cell1404,85,69,3
cell1405,82,60,3
cell1406,72,87,3
cell1407,83,65,3
cell1408,70,43,3
cell1409,71,89,3
cell1410,72,88,3
cell1411,81,71,3
cell1412,79,71,3
cell1413,85,68,3
cell1414,80,71,3
cell1415,79,72,3
cell1416,83,62,3
cell1417,79,55,3
cell1418,76,77,3
cell1419,70,90,3
cell1420,77,51,3
cell1421,84,65,3
cell1422,80,55,3
cell1423,73,86,3
cell1424,80,56,3
cell1425,82,61,3
cell1426,79,53,3
cell1427,75,82,3
cell1428,86,69,3
cell1429,74,85,3
cell1430,76,78,3
cell1431,77,76,3
cell1432,80,54,3
cell1433,85,63,3
cell1434,68,63,3
cell1435,77,78,3
cell1436,81,57,3
cell1437,84,64,3
cell1438,77,77,3
cell1439,79,73,3
cell1440,83,61,3
cell1441,85,67,3
cell1442,75,80,3
cell1443,75,81,3
cell1444,81,59,3
cell1445,73,87,3
cell1446,72,89,3
cell1447,85,65,3
cell1448,79,74,3
cell1449,78,78,3
cell1450,76,79,3
cell1451,71,43,3
cell1452,81,58,3
cell1453,76,80,3
cell1454,83,56,3
cell1455,75,48,3
cell1456,80,72,3
cell1457,73,46,3
cell1458,76,81,3
cell1459,74,84,3
cell1460,80,73,3
cell1461,78,75,3
cell1462,83,71,3
cell1463,82,59,3
cell1464,72,44,3
cell1465,78,79,3
cell1466,71,42,3
cell1467,76,48,3
cell1468,72,45,3
cell1469,81,54,3
cell1470,82,62,3
cell1471,78,76,3
cell1472,80,52,3
cell1473,83,60,3
cell1474,75,85,3
cell1475,51,82,3
cell1476,76,47,3
cell1477,84,71,3
cell1478,76,82,3
cell1479,84,72,3
cell1480,73,48,3
cell1481,44,68,3
cell1482,74,46,3
cell1483,75,47,3
cell1484,75,46,3
cell1485,79,78,3
cell1486,79,51,3
cell1487,85,64,3
cell1488,76,83,3
cell1489,85,71,3
cell1490,81,55,3
cell1491,84,61,3
cell1492,86,64,3
cell1493,75,84,3
cell1494,78,50,3
cell1495,80,53,3
cell1496,73,45,3
cell1497,82,71,3
cell1498,55,86,3
cell1499,82,56,3
cell1500,82,54,3
cell1501,83,59,3
cell1502,76,46,3
cell1503,74,45,3
cell1504,86,70,3
cell1505,77,80,3
cell1506,74,87,3
cell1507,84,59,3
cell1508,81,52,3
cell1509,75,45,3
cell1510,77,81,3
cell1511,85,66,3
cell1512,85,61,3
cell1513,75,89,3
cell1514,86,65,3
cell1515,77,47,3
cell1516,75,87,3
cell1517,77,49,3
cell1518,81,51,3
cell1519,74,86,3
cell1520,73,44,3
cell1521,81,72,3
cell1522,76,85,3
cell1523,83,72,3
cell1524,86,67,3
cell1525,84,66,1
cell1526,86,66,1
cell1527,75,83,1
cell1528,73,89,1
cell1529,86,68,1
cell1530,84,60,1
cell1531,77,82,1
cell1532,86,71,1
cell1533,81,73,1
cell1534,75,86,1
cell1535,82,51,1
cell1536,87,70,1
cell1537,77,46,1
cell1538,87,65,1
cell1539,79,76,1
cell1540,76,86,1
cell1541,79,75,1
cell1542,70,87,1
cell1543,82,72,1
cell1544,86,63,1
cell1545,74,89,1
cell1546,79,50,1
cell1547,82,50,1
cell1548,75,44,1
cell1549,87,64,1
cell1550,79,77,1
cell1551,58,66,1
cell1552,82,55,1
cell1553,87,66,1
cell1554,78,47,1
cell1555,77,83,1
cell1556,56,60,1
cell1557,77,79,1
cell1558,82,73,1
cell1559,78,81,1
cell1560,81,53,1
cell1561,79,79,1
cell1562,78,83,1
cell1563,78,80,1
cell1564,85,72,1
cell1565,80,74,1
cell1566,85,62,1
cell1567,81,74,1
cell1568,73,90,1
cell1569,77,84,1
cell1570,76,49,1
cell1571,74,88,1
cell1572,88,65,1
cell1573,80,51,1
cell1574,49,57,1
cell1575,76,87,1
cell1576,85,59,1
cell1577,78,46,1
cell1578,78,84,1
cell1579,77,86,1
cell1580,77,45,1
cell1581,82,53,1
cell1582,77,85,1
cell1583,82,52,1
cell1584,78,82,1
cell1585,76,88,1
cell1586,84,73,1
cell1587,86,62,1
cell1588,77,48,1
cell1589,76,73,1
cell1590,83,52,1
cell1591,79,80,1
cell1592,49,69,1
cell1593,79,82,1
cell1594,83,51,1
cell1595,79,81,1
cell1596,88,64,1
cell1597,85,60,1
cell1598,87,68,1
cell1599,81,50,1
cell1600,87,63,1
cell1601,83,73,1
cell1602,80,76,1
cell1603,87,69,1
cell1604,80,75,1
cell1605,83,58,1
cell1606,82,58,1
cell1607,82,57,1
cell1608,83,54,1
cell1609,78,48,1
cell1610,84,51,1
cell1611,78,49,1
cell1612,72,48,1
cell1613,83,53,1
cell1614,58,88,1
cell1615,49,72,1
cell1616,78,45,1
cell1617,83,55,1
cell1618,80,49,1
cell1619,78,85,1
cell1620,88,63,1
cell1621,79,83,1
cell1622,79,48,1
cell1623,81,75,1
cell1624,80,48,1
cell1625,79,46,1
cell1626,88,69,1
cell1627,87,67,1
cell1628,79,45,1
cell1629,87,71,1
cell1630,88,66,2
cell1631,80,77,2
cell1632,82,75,2
cell1633,84,74,2
cell1634,79,47,2
cell1635,88,67,2
cell1636,85,58,2
cell1637,77,87,2
cell1638,89,63,2
cell1639,80,81,2
cell1640,85,73,2
cell1641,83,74,2
cell1642,73,91,2
cell1643,89,65,2
cell1644,84,53,2
cell1645,81,49,2
cell1646,86,59,2
cell1647,83,75,2
cell1648,80,83,2
cell1649,80,80,2
cell1650,81,76,2
cell1651,65,85,2
cell1652,84,50,2
cell1653,80,79,2
cell1654,83,76,2
cell1655,86,60,2
cell1656,84,54,2
cell1657,78,44,2
cell1658,84,58,2
cell1659,85,50,2
cell1660,79,44,2
cell1661,80,45,2
cell1662,80,47,2
cell1663,83,50,2
cell1664,86,50,2
cell1665,87,60,2
cell1666,87,62,2
cell1667,88,68,2
cell1668,82,49,2
cell1669,84,52,2
cell1670,87,59,2
cell1671,81,56,2
cell1672,80,46,2
cell1673,79,85,2
cell1674,84,49,2
cell1675,82,76,2
cell1676,73,66,2
cell1677,87,61,2
cell1678,86,58,2
cell1679,89,69,2
cell1680,83,49,2
cell1681,84,57,2
cell1682,81,80,2
cell1683,81,83,2
cell1684,88,62,2
cell1685,79,84,2
cell1686,78,86,2
cell1687,84,48,2
cell1688,86,72,2
cell1689,81,47,2
cell1690,85,51,2
cell1691,88,70,2
cell1692,84,55,2
cell1693,89,70,2
cell1694,83,57,2
cell1695,81,46,2
cell1696,79,86,2
cell1697,82,48,2
cell1698,80,44,2
cell1699,88,61,2
cell1700,80,85,2
cell1701,85,53,2
cell1702,85,57,2
cell1703,87,58,2
cell1704,82,46,2
cell1705,85,52,2
cell1706,80,84,2
cell1707,89,62,2
cell1708,89,61,2
cell1709,84,56,2
cell1710,86,52,2
cell1711,78,87,2
cell1712,88,60,2
cell1713,88,59,2
cell1714,84,75,2
cell1715,87,52,2
cell1716,86,51,2
cell1717,81,79,2
cell1718,81,77,2
cell1719,89,64,2
cell1720,87,72,2
cell1721,88,52,2
cell1722,81,78,2
cell1723,66,50,2
cell1724,88,58,2
cell1725,88,57,2
cell1726,89,68,2
cell1727,80,43,2
cell1728,84,76,2
cell1729,86,57,2
cell1730,87,51,2
cell1731,89,71,2
cell1732,81,82,2
cell1733,89,58,2
cell1734,82,82,2
cell1735,90,62,2
cell1736,82,47,2
cell1737,80,86,2
cell1738,89,67,2
cell1739,85,56,2
cell1740,88,72,2
cell1741,85,49,2
cell1742,80,57,2
cell1743,83,48,2
cell1744,81,45,2
cell1745,81,44,2
cell1746,86,53,2
cell1747,87,53,2
cell1748,81,43,2
cell1749,87,57,2
cell1750,82,79,2
cell1751,87,56,2
cell1752,89,59,2
cell1753,84,77,2
cell1754,83,79,2
cell1755,86,54,2
cell1756,78,51,2
cell1757,90,58,2
cell1758,91,58,2
cell1759,81,84,2
cell1760,88,71,2
cell1761,85,77,2
cell1762,82,45,2
cell1763,82,84,2
cell1764,89,60,2
cell1765,82,83,2
cell1766,81,85,2
cell1767,89,72,2
cell1768,90,65,2
cell1769,86,56,2
cell1770,88,53,2
cell1771,90,68,2
cell1772,83,46,2
cell1773,81,81,2
cell1774,89,57,2
cell1775,79,87,2
cell1776,90,63,2
cell1777,84,46,2
cell1778,82,80,2
cell1779,87,73,2
cell1780,87,54,2
cell1781,90,70,2
cell1782,79,88,2
cell1783,90,61,2
cell1784,85,74,2
cell1785,92,58,2
cell1786,90,59,2
cell1787,82,43,2
cell1788,80,42,2
cell1789,83,83,2
cell1790,86,73,2
cell1791,86,55,2
cell1792,90,64,2
cell1793,82,85,1
cell1794,81,42,1
cell1795,89,66,1
cell1796,85,55,1
cell1797,86,74,1
cell1798,92,59,1
cell1799,75,43,1
cell1800,88,56,1
cell1801,82,77,1
cell1802,82,81,1
cell1803,87,50,1
cell1804,83,44,1
cell1805,90,66,1
cell1806,83,77,1
cell1807,92,57,1
cell1808,88,51,1
cell1809,85,54,1
cell1810,91,66,1
cell1811,84,79,1
cell1812,88,50,1
cell1813,90,60,1
cell1814,82,78,1
cell1815,84,47,1
cell1816,84,45,1
cell1817,86,75,1
cell1818,87,49,1
cell1819,85,75,1
cell1820,85,76,1
cell1821,89,52,1
cell1822,85,48,1
cell1823,86,48,1
cell1824,90,57,1
cell1825,92,60,1
cell1826,89,53,1
cell1827,91,64,1
cell1828,89,54,1
cell1829,81,86,1
cell1830,89,56,1
cell1831,86,49,1
cell1832,91,60,1
cell1833,91,65,1
cell1834,89,51,1
cell1835,87,75,1
cell1836,84,78,1
cell1837,90,67,1
cell1838,68,56,1
cell1839,83,78,1
cell1840,91,70,1
cell1841,88,54,1
cell1842,91,57,1
cell1843,87,48,1
cell1844,83,80,1
cell1845,93,58,1
cell1846,90,54,1
cell1847,88,73,1
cell1848,87,55,1
cell1849,93,59,1
cell1850,93,60,1
cell1851,83,82,1
cell1852,91,62,1
cell1853,92,66,1
cell1854,90,53,1
cell1855,92,62,1
cell1856,92,61,1
cell1857,88,74,1
cell1858,83,81,1
cell1859,91,61,1
cell1860,85,78,1
cell1861,90,71,1
cell1862,85,46,0
cell1863,92,67,0
cell1864,86,77,0
cell1865,89,73,0
cell1866,86,47,0
cell1867,91,67,0
cell1868,90,69,0
cell1869,94,59,0
cell1870,87,77,0
cell1871,91,68,0
cell1872,93,57,0
cell1873,92,63,0
cell1874,87,78,0
cell1875,90,55,0
cell1876,93,61,0
cell1877,88,55,0
cell1878,92,65,0
cell1879,89,50,0
cell1880,92,64,0
cell1881,84,81,0
cell1882,85,79,0
cell1883,94,60,0
cell1884,92,68,0
cell1885,94,61,0
cell1886,86,76,0
cell1887,91,63,0
cell1888,93,67,0
cell1889,83,85,0
cell1890,89,55,0
cell1891,90,73,0
cell1892,88,77,0
cell1893,94,62,0
cell1894,82,86,0
cell1895,90,56,0
cell1896,87,79,0
cell1897,85,80,0
cell1898,84,82,0
cell1899,89,77,0
cell1900,91,56,0
cell1901,88,75,0
cell1902,95,59,0
cell1903,91,69,0
cell1904,91,59,0
cell1905,84,83,0
cell1906,90,72,0
cell1907,93,66,0
cell1908,86,79,0
cell1909,89,78,0
cell1910,58,59,0
cell1911,93,65,0
cell1912,93,68,0
cell1913,93,63,0
cell1914,88,49,0
cell1915,90,77,0
cell1916,91,71,0
cell1917,86,78,0
cell1918,84,84,0
cell1919,91,73,0
cell1920,88,78,0
cell1921,92,69,0
cell1922,85,82,0
cell1923,83,86,0
cell1924,84,80,0
cell1925,91,72,0
cell1926,89,75,0
cell1927,93,64,0
cell1928,93,62,0
cell1929,94,63,0
cell1930,89,49,3
cell1931,85,83,3
cell1932,83,84,3
cell1933,92,70,3
cell1934,86,80,3
cell1935,89,79,3
cell1936,92,72,3
cell1937,94,68,3
cell1938,91,77,3
cell1939,93,70,3
cell1940,89,74,3
cell1941,94,64,3
cell1942,90,76,3
cell1943,92,73,3
cell1944,88,76,3
cell1945,89,76,3
cell1946,94,66,3
cell1947,85,84,3
cell1948,93,69,3
cell1949,94,67,3
cell1950,95,62,3
cell1951,84,85,3
cell1952,84,86,3
cell1953,85,81,3
cell1954,69,47,3
cell1955,92,71,3
cell1956,88,79,3
cell1957,94,69,3
cell1958,87,80,3
cell1959,96,63,3
cell1960,96,64,3
cell1961,95,64,3
cell1962,94,65,3
cell1963,95,65,3
cell1964,91,76,3
cell1965,90,74,3
cell1966,91,74,3
cell1967,90,75,3
cell1968,95,63,3
cell1969,86,81,3
cell1970,86,82,3
cell1971,95,66,3
cell1972,53,69,3
cell1973,86,83,3
cell1974,96,65,3
cell1975,91,75,3
cell1976,92,74,3
cell1977,87,81,3
cell1978,88,80,3
cell1979,96,66,3
cell1980,94,58,3
cell1981,80,78,3
cell1982,85,85,3
cell1983,70,46,3
cell1984,87,82,3
cell1985,95,67,3
cell1986,88,81,3
cell1987,95,68,3
cell1988,93,74,3
cell1989,90,79,3
cell1990,92,75,3
cell1991,89,81,3
cell1992,90,81,3
cell1993,88,82,3
cell1994,90,78,3
cell1995,85,86,3
cell1996,96,67,3
cell1997,84,87,3
cell1998,97,66,3
cell1999,97,67,3
cell2000,97,68,3
